swap_number,battery_id,datetime,day_of_week,station_id,customer_id,charge_Remaining,provided_battery_id,provided_battery_charge,charging_destination,swap_success
385,365,01/01/2023 16:59,Sunday,11,373,20,917,58,solar farm,1
386,91,01/01/2023 17:00,Sunday,16,46,1,407,61,solar farm,1
387,504,01/01/2023 17:02,Sunday,3,458,42,346,63,residential area,1
388,308,01/01/2023 17:04,Sunday,10,410,27,616,61,same station,1
389,560,01/01/2023 17:05,Sunday,14,22,58,917,55,solar farm,0
390,109,01/01/2023 17:09,Sunday,16,294,15,112,75,same station,1
391,158,01/01/2023 17:10,Sunday,8,585,57,95,58,solar farm,1
392,370,01/01/2023 17:13,Sunday,9,99,37,491,91,solar farm,1
393,330,01/01/2023 17:15,Sunday,2,168,42,644,91,same station,1
394,814,01/01/2023 17:16,Sunday,18,559,8,462,90,same station,1
395,481,01/01/2023 17:16,Sunday,2,225,42,440,76,same station,1
396,320,01/01/2023 17:22,Sunday,6,131,44,371,71,same station,1
397,224,01/01/2023 17:23,Sunday,5,90,16,163,94,residential area,1
398,596,01/01/2023 17:26,Sunday,2,472,53,430,77,solar farm,1
399,482,01/01/2023 17:29,Sunday,13,603,10,228,99,same station,1
400,546,01/01/2023 17:30,Sunday,8,199,10,851,58,residential area,1
401,102,01/01/2023 17:40,Sunday,1,77,32,953,65,residential area,1
402,646,01/01/2023 17:41,Sunday,13,490,7,691,91,solar farm,1
403,231,01/01/2023 17:41,Sunday,6,375,57,940,64,solar farm,1
404,48,01/01/2023 17:44,Sunday,5,164,28,590,59,same station,1
405,99,01/01/2023 17:48,Sunday,9,688,26,95,61,solar farm,1
406,91,01/01/2023 17:49,Sunday,16,627,22,752,70,solar farm,1
407,586,01/01/2023 17:52,Sunday,17,151,30,965,97,same station,1
408,398,01/01/2023 17:57,Sunday,15,148,32,265,72,residential area,1
409,150,01/01/2023 17:57,Sunday,20,269,48,837,77,same station,1
410,70,01/01/2023 17:59,Sunday,8,107,31,722,79,residential area,1
411,659,01/01/2023 18:00,Sunday,1,268,55,541,55,same station,0
412,407,01/01/2023 18:02,Sunday,10,390,45,209,92,residential area,1
413,439,01/01/2023 18:03,Sunday,18,227,5,191,91,same station,1
414,799,01/01/2023 18:03,Sunday,1,475,6,590,65,residential area,1
415,812,01/01/2023 18:04,Sunday,16,493,5,609,99,residential area,1
416,945,01/01/2023 18:06,Sunday,9,525,1,227,64,same station,1
417,355,01/01/2023 18:06,Sunday,4,668,54,742,67,residential area,1
418,641,01/01/2023 18:08,Sunday,12,521,9,233,59,same station,1
419,527,01/01/2023 18:08,Sunday,5,166,22,392,90,residential area,1
420,28,01/01/2023 18:09,Sunday,1,686,5,466,82,same station,1
421,833,01/01/2023 18:10,Sunday,18,35,21,360,63,residential area,1
422,918,01/01/2023 18:10,Sunday,15,698,22,468,59,solar farm,1
423,862,01/01/2023 18:12,Sunday,1,529,39,55,61,residential area,1
424,274,01/01/2023 18:13,Sunday,1,133,14,538,80,same station,1
425,371,01/01/2023 18:16,Sunday,19,431,32,349,59,same station,1
426,776,01/01/2023 18:20,Sunday,7,117,50,999,83,same station,1
427,952,01/01/2023 18:20,Sunday,5,60,36,42,76,solar farm,1
428,223,01/01/2023 18:23,Sunday,15,245,28,418,74,same station,1
429,414,01/01/2023 18:23,Sunday,17,17,51,570,73,solar farm,1
430,950,01/01/2023 18:25,Sunday,20,430,36,878,74,same station,1
431,425,01/01/2023 18:28,Sunday,6,42,41,780,80,solar farm,1
432,380,01/01/2023 18:30,Sunday,1,176,46,593,76,residential area,1
433,726,01/01/2023 18:31,Sunday,10,40,28,208,60,solar farm,1
434,610,01/01/2023 18:43,Sunday,20,550,35,55,71,residential area,1
435,598,01/01/2023 18:50,Sunday,10,578,44,605,80,residential area,1
436,377,01/01/2023 18:50,Sunday,5,430,27,935,97,solar farm,1
437,619,01/01/2023 18:56,Sunday,18,339,26,760,65,solar farm,1
438,92,01/01/2023 19:03,Sunday,13,660,9,545,62,solar farm,1
439,869,01/01/2023 19:16,Sunday,7,563,49,333,93,solar farm,1
440,998,01/01/2023 19:17,Sunday,15,480,5,482,92,same station,1
441,794,01/01/2023 19:22,Sunday,9,279,27,108,65,residential area,1
442,855,01/01/2023 19:24,Sunday,4,660,10,591,87,residential area,1
443,800,01/01/2023 19:25,Sunday,6,30,18,77,65,solar farm,1
444,541,01/01/2023 19:29,Sunday,19,287,24,653,75,same station,1
445,1,01/01/2023 19:30,Sunday,18,186,35,278,73,same station,1
446,359,01/01/2023 19:31,Sunday,5,544,4,81,87,same station,1
447,527,01/01/2023 19:37,Sunday,2,221,15,321,63,residential area,1
448,104,01/01/2023 19:37,Sunday,8,629,15,56,60,residential area,1
449,837,01/01/2023 19:39,Sunday,4,149,59,921,81,residential area,1
450,866,01/01/2023 19:41,Sunday,8,201,9,551,61,solar farm,1
451,18,01/01/2023 19:42,Sunday,16,212,31,866,97,solar farm,1
452,56,01/01/2023 19:46,Sunday,8,687,31,801,96,residential area,1
453,310,01/01/2023 19:47,Sunday,16,501,25,641,59,residential area,1
454,255,01/01/2023 19:47,Sunday,16,141,40,844,57,same station,1
455,182,01/01/2023 19:52,Sunday,1,177,16,294,58,residential area,1
456,24,01/01/2023 19:54,Sunday,12,531,10,638,56,solar farm,1
457,379,01/01/2023 20:00,Sunday,13,10,60,109,73,solar farm,1
458,568,01/01/2023 20:02,Sunday,2,452,13,725,92,solar farm,1
459,373,01/01/2023 20:05,Sunday,4,98,6,897,63,solar farm,1
460,70,01/01/2023 20:10,Sunday,14,322,57,836,56,same station,0
461,401,01/01/2023 20:12,Sunday,16,650,5,666,75,residential area,1
462,116,01/01/2023 20:13,Sunday,3,79,25,591,98,residential area,1
463,703,01/01/2023 20:16,Sunday,12,44,37,564,56,same station,1
464,383,01/01/2023 20:20,Sunday,17,313,31,226,92,same station,1
465,698,01/01/2023 20:20,Sunday,18,673,15,52,68,solar farm,1
466,74,01/01/2023 20:20,Sunday,17,312,34,655,71,solar farm,1
467,338,01/01/2023 20:22,Sunday,3,363,39,876,78,solar farm,1
468,741,01/01/2023 20:22,Sunday,17,352,15,292,80,residential area,1
469,364,01/01/2023 20:23,Sunday,8,442,52,107,98,same station,1
470,66,01/01/2023 20:28,Sunday,18,296,7,366,87,residential area,1
471,876,01/01/2023 20:29,Sunday,3,244,40,475,83,solar farm,1
472,728,01/01/2023 20:33,Sunday,18,623,16,588,69,solar farm,1
473,291,01/01/2023 20:33,Sunday,16,341,28,610,57,solar farm,1
474,723,01/01/2023 20:37,Sunday,3,71,2,752,66,solar farm,1
475,497,01/01/2023 20:42,Sunday,8,32,57,308,59,solar farm,1
476,402,01/01/2023 20:44,Sunday,11,316,47,889,72,same station,1
477,613,01/01/2023 20:48,Sunday,2,13,47,17,96,solar farm,1
478,84,01/01/2023 20:49,Sunday,3,237,44,45,69,same station,1
479,717,01/01/2023 20:52,Sunday,3,382,31,508,64,solar farm,1
480,454,01/01/2023 20:52,Sunday,8,9,29,280,97,same station,1
481,859,01/01/2023 20:53,Sunday,16,322,14,311,90,solar farm,1
482,962,01/01/2023 20:56,Sunday,11,11,59,942,95,residential area,1
483,721,01/01/2023 20:57,Sunday,16,410,18,774,94,solar farm,1
484,197,01/01/2023 20:58,Sunday,12,448,40,186,55,residential area,1
485,441,01/01/2023 21:04,Sunday,12,533,38,479,68,residential area,1
486,199,01/01/2023 21:05,Sunday,16,150,33,265,80,same station,1
487,944,01/01/2023 21:05,Sunday,6,77,8,801,98,same station,1
488,907,01/01/2023 21:06,Sunday,15,208,16,933,72,residential area,1
489,18,01/01/2023 21:06,Sunday,4,258,58,439,94,same station,1
490,766,01/01/2023 21:06,Sunday,5,387,41,129,78,solar farm,1
491,799,01/01/2023 21:09,Sunday,9,205,29,686,77,same station,1
492,371,01/01/2023 21:11,Sunday,3,33,57,258,73,residential area,1
493,259,01/01/2023 21:12,Sunday,6,515,5,459,80,solar farm,1
494,760,01/01/2023 21:14,Sunday,10,366,8,639,62,residential area,1
495,812,01/01/2023 21:15,Sunday,4,604,24,122,74,solar farm,1
496,51,01/01/2023 21:17,Sunday,1,71,54,435,95,residential area,1
497,576,01/01/2023 21:18,Sunday,14,355,22,73,55,solar farm,1
498,851,01/01/2023 21:19,Sunday,20,260,52,17,65,residential area,1
499,93,01/01/2023 21:21,Sunday,6,282,31,409,71,solar farm,1
500,637,01/01/2023 21:27,Sunday,11,197,2,989,63,residential area,1
501,276,01/01/2023 21:32,Sunday,3,384,28,617,80,residential area,1
502,329,01/01/2023 21:34,Sunday,3,621,24,495,90,solar farm,1
503,767,01/01/2023 21:36,Sunday,5,608,19,924,72,solar farm,1
504,823,01/01/2023 21:39,Sunday,4,517,39,781,66,same station,1
505,766,01/01/2023 21:40,Sunday,9,640,14,33,66,same station,1
506,876,01/01/2023 21:43,Sunday,14,661,30,362,59,solar farm,1
507,221,01/01/2023 21:50,Sunday,20,528,55,889,66,solar farm,1
508,39,01/01/2023 21:58,Sunday,6,382,39,352,87,residential area,1
509,340,01/01/2023 22:01,Sunday,6,581,14,305,86,residential area,1
510,268,01/01/2023 22:01,Sunday,6,337,47,284,77,solar farm,1
511,360,01/01/2023 22:01,Sunday,16,515,26,517,99,solar farm,1
512,594,01/01/2023 22:02,Sunday,15,207,27,573,93,residential area,1
513,324,01/01/2023 22:04,Sunday,8,573,2,168,62,residential area,1
514,554,01/01/2023 22:05,Sunday,8,479,35,913,81,residential area,1
515,349,01/01/2023 22:11,Sunday,2,360,39,86,55,residential area,1
516,871,01/01/2023 22:14,Sunday,12,647,14,641,98,same station,1
517,484,01/01/2023 22:15,Sunday,10,408,23,708,85,same station,1
518,495,01/01/2023 22:19,Sunday,19,342,15,840,67,solar farm,1
519,63,01/01/2023 22:23,Sunday,11,403,1,219,79,same station,1
520,879,01/01/2023 22:24,Sunday,18,26,49,957,87,residential area,1
521,367,01/01/2023 22:24,Sunday,7,450,52,609,69,residential area,1
522,371,01/01/2023 22:25,Sunday,16,550,51,863,74,solar farm,1
523,353,01/01/2023 22:27,Sunday,11,524,7,666,89,residential area,1
524,176,01/01/2023 22:28,Sunday,18,264,7,747,74,same station,1
525,736,01/01/2023 22:34,Sunday,14,569,45,497,57,solar farm,1
526,760,01/01/2023 22:44,Sunday,19,623,51,738,94,same station,1
527,848,01/01/2023 22:45,Sunday,14,670,22,175,88,residential area,1
528,322,01/01/2023 22:46,Sunday,2,430,51,44,81,same station,1
529,799,01/01/2023 22:47,Sunday,12,540,23,91,67,solar farm,1
530,713,01/01/2023 22:49,Sunday,6,45,23,15,99,solar farm,1
531,140,01/01/2023 22:49,Sunday,14,408,47,942,97,residential area,1
532,124,01/01/2023 22:49,Sunday,16,502,21,272,65,same station,1
533,263,01/01/2023 22:50,Sunday,7,246,42,125,80,residential area,1
534,667,01/01/2023 22:53,Sunday,14,2,59,797,99,same station,1
535,916,01/01/2023 23:02,Sunday,15,698,53,476,84,residential area,1
536,250,01/01/2023 23:10,Sunday,13,564,52,900,81,solar farm,1
537,321,01/01/2023 23:10,Sunday,5,87,24,49,77,same station,1
538,483,01/01/2023 23:10,Sunday,19,178,60,620,86,residential area,1
539,686,01/01/2023 23:13,Sunday,11,224,55,339,81,residential area,1
540,993,01/01/2023 23:13,Sunday,9,688,43,221,69,solar farm,1
541,932,01/01/2023 23:13,Sunday,11,243,4,346,68,solar farm,1
542,432,01/01/2023 23:16,Sunday,10,459,46,297,71,residential area,1
543,161,01/01/2023 23:20,Sunday,18,120,55,808,97,solar farm,1
544,482,01/01/2023 23:22,Sunday,15,482,40,962,87,same station,1
545,560,01/01/2023 23:23,Sunday,1,495,47,311,91,solar farm,1
546,671,01/01/2023 23:30,Sunday,3,395,26,754,80,residential area,1
547,661,01/01/2023 23:34,Sunday,2,159,37,880,98,residential area,1
548,135,01/01/2023 23:38,Sunday,16,114,57,665,70,solar farm,1
549,309,01/01/2023 23:39,Sunday,4,244,15,730,83,same station,1
550,998,01/01/2023 23:40,Sunday,20,354,32,452,70,same station,1
551,457,01/01/2023 23:41,Sunday,1,34,59,39,91,solar farm,1
552,478,01/01/2023 23:48,Sunday,13,337,13,915,60,residential area,1
553,979,01/01/2023 23:50,Sunday,5,485,50,980,65,same station,1
554,924,01/01/2023 23:52,Sunday,2,92,10,658,55,same station,1
555,200,01/01/2023 23:52,Sunday,1,574,29,386,59,residential area,1
556,790,01/01/2023 23:54,Sunday,18,69,35,2,97,residential area,1
557,911,01/01/2023 23:57,Sunday,2,515,51,560,63,residential area,1
558,907,02/01/2023 0:01,Monday,16,304,28,346,69,same station,1
559,640,02/01/2023 0:01,Monday,11,227,7,789,68,residential area,1
560,509,02/01/2023 0:02,Monday,7,301,29,994,60,solar farm,1
561,728,02/01/2023 0:03,Monday,4,278,24,843,57,solar farm,1
562,588,02/01/2023 0:06,Monday,15,419,22,619,82,solar farm,1
563,18,02/01/2023 0:07,Monday,10,416,14,144,72,same station,1
564,306,02/01/2023 0:08,Monday,4,237,58,112,89,residential area,1
565,794,02/01/2023 0:09,Monday,13,644,35,754,67,residential area,1
566,140,02/01/2023 0:17,Monday,5,212,15,441,75,same station,1
567,125,02/01/2023 0:17,Monday,1,83,21,988,56,solar farm,1
568,28,02/01/2023 0:28,Monday,1,185,4,299,55,same station,1
569,657,02/01/2023 0:28,Monday,3,105,57,951,74,solar farm,1
570,878,02/01/2023 0:29,Monday,16,72,15,564,64,solar farm,1
571,409,02/01/2023 0:34,Monday,6,208,3,717,66,residential area,1
572,153,02/01/2023 0:37,Monday,19,651,22,16,75,residential area,1
573,606,02/01/2023 0:38,Monday,14,411,54,554,65,solar farm,1
574,811,02/01/2023 0:44,Monday,6,508,16,652,77,residential area,1
575,523,02/01/2023 0:45,Monday,6,81,13,234,86,same station,1
576,809,02/01/2023 0:46,Monday,12,372,17,925,99,residential area,1
577,44,02/01/2023 0:46,Monday,15,196,6,529,70,residential area,1
578,223,02/01/2023 0:48,Monday,18,569,37,826,98,same station,1
579,119,02/01/2023 0:51,Monday,10,374,43,718,89,solar farm,1
580,126,02/01/2023 0:59,Monday,7,663,39,368,87,solar farm,1
581,391,02/01/2023 0:59,Monday,6,440,53,69,70,residential area,1
582,62,02/01/2023 0:59,Monday,1,403,38,845,93,solar farm,1
583,503,02/01/2023 1:00,Monday,12,425,11,315,71,same station,1
584,917,02/01/2023 1:09,Monday,16,117,28,607,80,solar farm,1
585,139,02/01/2023 1:12,Monday,17,182,46,28,83,solar farm,1
586,561,02/01/2023 1:15,Monday,3,539,14,214,90,solar farm,1
587,682,02/01/2023 1:17,Monday,15,191,2,88,94,solar farm,1
588,223,02/01/2023 1:22,Monday,9,567,17,989,65,solar farm,1
589,158,02/01/2023 1:22,Monday,8,233,3,465,82,residential area,1
590,793,02/01/2023 1:27,Monday,13,491,58,458,62,same station,1
591,256,02/01/2023 1:30,Monday,20,374,40,450,90,solar farm,1
592,531,02/01/2023 1:32,Monday,7,554,13,565,55,same station,1
593,738,02/01/2023 1:35,Monday,1,305,32,714,81,residential area,1
594,709,02/01/2023 1:37,Monday,8,586,34,988,92,solar farm,1
595,700,02/01/2023 1:46,Monday,17,140,18,115,78,residential area,1
596,200,02/01/2023 1:54,Monday,17,664,31,897,89,same station,1
597,204,02/01/2023 2:00,Monday,13,401,45,431,64,solar farm,1
598,787,02/01/2023 2:01,Monday,16,644,56,346,57,solar farm,1
599,937,02/01/2023 2:02,Monday,3,356,58,11,81,solar farm,1
600,714,02/01/2023 2:05,Monday,14,372,56,27,84,same station,1
601,138,02/01/2023 2:06,Monday,15,602,16,73,81,same station,1
602,97,02/01/2023 2:10,Monday,6,631,15,161,58,residential area,1
603,843,02/01/2023 2:16,Monday,14,46,22,285,85,solar farm,1
604,171,02/01/2023 2:16,Monday,19,181,15,813,86,same station,1
605,524,02/01/2023 2:23,Monday,11,16,22,199,72,residential area,1
606,321,02/01/2023 2:23,Monday,5,640,47,594,55,same station,1
607,577,02/01/2023 2:24,Monday,1,373,25,122,64,residential area,1
608,767,02/01/2023 2:27,Monday,3,165,47,325,98,same station,1
609,558,02/01/2023 2:28,Monday,10,533,11,22,71,solar farm,1
610,507,02/01/2023 2:28,Monday,14,10,20,149,93,same station,1
611,694,02/01/2023 2:30,Monday,17,505,10,279,64,residential area,1
612,821,02/01/2023 2:31,Monday,3,652,20,971,73,same station,1
613,766,02/01/2023 2:33,Monday,4,568,32,277,66,residential area,1
614,734,02/01/2023 2:41,Monday,9,401,57,558,97,same station,1
615,672,02/01/2023 2:42,Monday,18,664,21,437,66,solar farm,1
616,669,02/01/2023 2:50,Monday,8,419,16,528,90,solar farm,1
617,301,02/01/2023 2:51,Monday,7,515,35,660,62,same station,1
618,834,02/01/2023 2:57,Monday,11,463,21,79,99,solar farm,1
619,389,02/01/2023 2:59,Monday,3,30,16,52,71,solar farm,1
620,700,02/01/2023 3:00,Monday,8,444,4,736,81,residential area,1
621,418,02/01/2023 3:00,Monday,6,607,52,874,69,residential area,1
622,680,02/01/2023 3:07,Monday,1,354,50,403,78,same station,1
623,234,02/01/2023 3:09,Monday,9,445,40,526,62,same station,1
624,366,02/01/2023 3:19,Monday,12,427,53,687,81,residential area,1
625,923,02/01/2023 3:20,Monday,8,638,26,828,68,solar farm,1
626,928,02/01/2023 3:22,Monday,13,35,51,78,77,same station,1
627,218,02/01/2023 3:24,Monday,9,476,30,58,70,solar farm,1
628,289,02/01/2023 3:24,Monday,16,184,29,476,94,residential area,1
629,877,02/01/2023 3:28,Monday,12,524,25,608,87,solar farm,1
630,395,02/01/2023 3:29,Monday,11,442,4,272,66,residential area,1
631,3,02/01/2023 3:32,Monday,9,649,30,555,58,residential area,1
632,874,02/01/2023 3:43,Monday,12,468,19,990,78,same station,1
633,21,02/01/2023 3:46,Monday,13,641,12,871,66,residential area,1
634,818,02/01/2023 3:46,Monday,1,133,48,775,78,residential area,1
635,464,02/01/2023 3:51,Monday,12,237,43,413,74,same station,1
636,152,02/01/2023 3:52,Monday,1,336,50,477,99,residential area,1
637,347,02/01/2023 3:59,Monday,14,596,10,309,96,solar farm,1
638,34,02/01/2023 4:00,Monday,9,475,2,161,71,same station,1
639,344,02/01/2023 4:03,Monday,16,658,12,994,83,residential area,1
640,323,02/01/2023 4:07,Monday,16,161,54,229,85,same station,1
641,179,02/01/2023 4:08,Monday,13,125,27,872,74,solar farm,1
642,22,02/01/2023 4:12,Monday,5,575,31,915,69,solar farm,1
643,236,02/01/2023 4:12,Monday,8,145,50,978,64,same station,1
644,195,02/01/2023 4:17,Monday,1,233,35,109,57,solar farm,1
645,169,02/01/2023 4:22,Monday,17,166,34,378,93,same station,1
646,187,02/01/2023 4:22,Monday,12,317,44,13,60,solar farm,1
647,988,02/01/2023 4:22,Monday,13,401,15,986,93,solar farm,1
648,516,02/01/2023 4:25,Monday,14,273,25,446,86,residential area,1
649,676,02/01/2023 4:27,Monday,12,99,59,953,74,same station,1
650,873,02/01/2023 4:29,Monday,12,362,22,470,98,solar farm,1
651,463,02/01/2023 4:37,Monday,5,644,25,338,77,same station,1
652,958,02/01/2023 4:37,Monday,17,637,12,472,99,residential area,1
653,73,02/01/2023 4:40,Monday,16,658,40,694,88,residential area,1
654,811,02/01/2023 4:48,Monday,2,9,57,558,90,residential area,1
655,32,02/01/2023 4:51,Monday,10,150,12,117,66,residential area,1
656,272,02/01/2023 4:52,Monday,12,440,6,945,83,residential area,1
657,453,02/01/2023 4:53,Monday,12,325,21,528,67,residential area,1
658,820,02/01/2023 4:55,Monday,12,599,14,385,56,residential area,1
659,576,02/01/2023 5:04,Monday,5,588,23,683,88,same station,1
660,463,02/01/2023 5:04,Monday,5,11,25,558,61,same station,1
661,449,02/01/2023 5:06,Monday,2,167,12,748,99,same station,1
662,935,02/01/2023 5:06,Monday,14,93,58,310,58,solar farm,0
663,915,02/01/2023 5:08,Monday,19,241,49,76,94,solar farm,1
664,548,02/01/2023 5:08,Monday,6,551,54,752,72,same station,1
665,839,02/01/2023 5:10,Monday,13,583,7,190,90,solar farm,1
666,341,02/01/2023 5:11,Monday,2,38,3,942,61,residential area,1
667,354,02/01/2023 5:11,Monday,13,33,50,164,59,solar farm,1
668,136,02/01/2023 5:11,Monday,11,410,33,96,71,residential area,1
669,879,02/01/2023 5:12,Monday,12,379,26,873,79,residential area,1
670,269,02/01/2023 5:13,Monday,15,212,35,232,86,residential area,1
671,434,02/01/2023 5:14,Monday,5,261,57,88,77,solar farm,1
672,840,02/01/2023 5:15,Monday,6,142,20,15,96,same station,1
673,913,02/01/2023 5:23,Monday,4,642,26,337,75,same station,1
674,752,02/01/2023 5:29,Monday,8,187,60,987,61,solar farm,1
675,205,02/01/2023 5:30,Monday,17,571,55,541,60,solar farm,1
676,750,02/01/2023 5:30,Monday,1,472,16,944,75,same station,1
677,884,02/01/2023 5:32,Monday,19,178,2,980,89,solar farm,1
678,503,02/01/2023 5:33,Monday,14,408,30,213,78,residential area,1
679,337,02/01/2023 5:34,Monday,6,412,46,841,74,residential area,1
680,608,02/01/2023 5:35,Monday,8,188,4,886,86,solar farm,1
681,778,02/01/2023 5:36,Monday,2,166,40,458,56,same station,1
682,406,02/01/2023 5:39,Monday,3,278,20,700,88,residential area,1
683,399,02/01/2023 5:43,Monday,4,559,25,677,66,same station,1
684,113,02/01/2023 5:43,Monday,15,2,43,618,86,same station,1
685,890,02/01/2023 5:44,Monday,1,20,20,284,84,residential area,1
686,980,02/01/2023 5:45,Monday,16,136,51,225,76,same station,1
687,75,02/01/2023 5:52,Monday,9,626,4,604,83,same station,1
688,215,02/01/2023 5:52,Monday,8,223,51,636,68,residential area,1
689,511,02/01/2023 5:59,Monday,6,451,35,500,88,same station,1
690,703,02/01/2023 6:00,Monday,11,77,12,204,87,same station,1
691,720,02/01/2023 6:02,Monday,13,190,30,588,78,residential area,1
692,920,02/01/2023 6:02,Monday,1,677,20,800,56,same station,1
693,236,02/01/2023 6:04,Monday,15,350,28,491,98,solar farm,1
694,53,02/01/2023 6:07,Monday,19,101,35,81,98,solar farm,1
695,63,02/01/2023 6:10,Monday,14,295,60,972,59,same station,0
696,59,02/01/2023 6:13,Monday,10,238,60,932,95,solar farm,1
697,856,02/01/2023 6:20,Monday,16,253,54,473,74,residential area,1
698,998,02/01/2023 6:22,Monday,1,81,50,297,95,residential area,1
699,1,02/01/2023 6:26,Monday,7,216,30,394,70,solar farm,1
700,1,02/01/2023 6:28,Monday,4,367,22,560,88,same station,1
701,171,02/01/2023 6:29,Monday,20,40,54,288,79,solar farm,1
702,233,02/01/2023 6:30,Monday,17,133,31,629,83,same station,1
703,988,02/01/2023 6:32,Monday,20,87,56,120,80,residential area,1
704,701,02/01/2023 6:32,Monday,6,404,57,767,73,solar farm,1
705,146,02/01/2023 6:34,Monday,5,137,43,192,75,same station,1
706,628,02/01/2023 6:35,Monday,10,429,3,318,89,same station,1
707,287,02/01/2023 6:35,Monday,5,179,39,949,93,solar farm,1
708,599,02/01/2023 6:35,Monday,19,529,58,226,97,residential area,1
709,5,02/01/2023 6:39,Monday,2,223,21,428,78,solar farm,1
710,348,02/01/2023 6:43,Monday,2,120,44,540,63,residential area,1
711,106,02/01/2023 6:43,Monday,12,411,15,522,57,solar farm,1
712,907,02/01/2023 6:45,Monday,12,37,28,967,91,residential area,1
713,983,02/01/2023 6:49,Monday,3,418,21,759,90,solar farm,1
